perf_key,background_path,mix_path,vocal_path
1000104860_2766179428,18/IL/en/1000104860_2766179428/background.m4a,18/IL/en/1000104860_2766179428/mix.m4a,18/IL/en/1000104860_2766179428/vocal.ogg
1000106951_2714761242,19/IT/en/1000106951_2714761242/background.m4a,19/IT/en/1000106951_2714761242/mix.m4a,19/IT/en/1000106951_2714761242/vocal.ogg
1000106951_2824423703,17/IT/en/1000106951_2824423703/background.m4a,17/IT/en/1000106951_2824423703/mix.m4a,17/IT/en/1000106951_2824423703/vocal.ogg
1000106951_2829947806,20/IT/en/1000106951_2829947806/background.m4a,20/IT/en/1000106951_2829947806/mix.m4a,20/IT/en/1000106951_2829947806/vocal.ogg
1000106951_2831417234,7/IT/en/1000106951_2831417234/background.m4a,7/IT/en/1000106951_2831417234/mix.m4a,7/IT/en/1000106951_2831417234/vocal.ogg
1000106951_2835452600,20/IT/en/1000106951_2835452600/background.m4a,20/IT/en/1000106951_2835452600/mix.m4a,20/IT/en/1000106951_2835452600/vocal.ogg
1000535852_2711853104,7/IN/en/1000535852_2711853104/background.m4a,7/IN/en/1000535852_2711853104/mix.m4a,7/IN/en/1000535852_2711853104/vocal.ogg
1000535852_2986151326,10/IN/en/1000535852_2986151326/background.m4a,10/IN/en/1000535852_2986151326/mix.m4a,10/IN/en/1000535852_2986151326/vocal.ogg
1789684909_2763609694,10/TH/en/1789684909_2763609694/background.m4a,10/TH/en/1789684909_2763609694/mix.m4a,10/TH/en/1789684909_2763609694/vocal.ogg
1789684909_2764251360,7/TH/en/1789684909_2764251360/background.m4a,7/TH/en/1789684909_2764251360/mix.m4a,7/TH/en/1789684909_2764251360/vocal.ogg
666303991_2747743871,8/HK/en/666303991_2747743871/background.m4a,8/HK/en/666303991_2747743871/mix.m4a,8/HK/en/666303991_2747743871/vocal.ogg
1000106951_2753165168,6/IT/en/1000106951_2753165168/background.m4a,6/IT/en/1000106951_2753165168/mix.m4a,6/IT/en/1000106951_2753165168/vocal.ogg
1000106951_2754475608,7/IT/en/1000106951_2754475608/background.m4a,7/IT/en/1000106951_2754475608/mix.m4a,7/IT/en/1000106951_2754475608/vocal.ogg
1003182299_2809030954,12/IN/en/1003182299_2809030954/background.m4a,12/IN/en/1003182299_2809030954/mix.m4a,12/IN/en/1003182299_2809030954/vocal.ogg
1007494601_2827943413,10/DE/en/1007494601_2827943413/background.m4a,10/DE/en/1007494601_2827943413/mix.m4a,10/DE/en/1007494601_2827943413/vocal.ogg
1007880789_2807825878,10/BR/en/1007880789_2807825878/background.m4a,10/BR/en/1007880789_2807825878/mix.m4a,10/BR/en/1007880789_2807825878/vocal.ogg
1000106951_2758905980,8/IT/en/1000106951_2758905980/background.m4a,8/IT/en/1000106951_2758905980/mix.m4a,8/IT/en/1000106951_2758905980/vocal.ogg
1003840223_2750298523,20/US/en/1003840223_2750298523/background.m4a,20/US/en/1003840223_2750298523/mix.m4a,20/US/en/1003840223_2750298523/vocal.ogg
1004777210_2811379149,19/BH/en/1004777210_2811379149/background.m4a,19/BH/en/1004777210_2811379149/mix.m4a,19/BH/en/1004777210_2811379149/vocal.ogg
1005611947_2826752174,19/US/en/1005611947_2826752174/background.m4a,19/US/en/1005611947_2826752174/mix.m4a,19/US/en/1005611947_2826752174/vocal.ogg
100565880_2837460341,19/US/en/100565880_2837460341/background.m4a,19/US/en/100565880_2837460341/mix.m4a,19/US/en/100565880_2837460341/vocal.ogg
100565880_2846775803,19/US/en/100565880_2846775803/background.m4a,19/US/en/100565880_2846775803/mix.m4a,19/US/en/100565880_2846775803/vocal.ogg
1007686004_2725928470,7/US/en/1007686004_2725928470/background.m4a,7/US/en/1007686004_2725928470/mix.m4a,7/US/en/1007686004_2725928470/vocal.ogg
1000106951_2820709297,8/IT/en/1000106951_2820709297/background.m4a,8/IT/en/1000106951_2820709297/mix.m4a,8/IT/en/1000106951_2820709297/vocal.ogg
111453572_2783209023,19/US/en/111453572_2783209023/background.m4a,19/US/en/111453572_2783209023/mix.m4a,19/US/en/111453572_2783209023/vocal.ogg
1625290252_2813142496,10/NO/en/1625290252_2813142496/background.m4a,10/NO/en/1625290252_2813142496/mix.m4a,10/NO/en/1625290252_2813142496/vocal.ogg
374273983_2783267423,19/US/en/374273983_2783267423/background.m4a,19/US/en/374273983_2783267423/mix.m4a,19/US/en/374273983_2783267423/vocal.ogg
374273983_2783356970,11/DE/en/374273983_2783356970/background.m4a,11/DE/en/374273983_2783356970/mix.m4a,11/DE/en/374273983_2783356970/vocal.ogg
374273983_2788986092,7/US/en/374273983_2788986092/background.m4a,7/US/en/374273983_2788986092/mix.m4a,7/US/en/374273983_2788986092/vocal.ogg
374273983_2791904294,18/BR/en/374273983_2791904294/background.m4a,18/BR/en/374273983_2791904294/mix.m4a,18/BR/en/374273983_2791904294/vocal.ogg
374273983_2794457020,10/RU/en/374273983_2794457020/background.m4a,10/RU/en/374273983_2794457020/mix.m4a,10/RU/en/374273983_2794457020/vocal.ogg
443648126_2795315273,11/KW/en/443648126_2795315273/background.m4a,11/KW/en/443648126_2795315273/mix.m4a,11/KW/en/443648126_2795315273/vocal.ogg
443648126_2796255384,8/PH/en/443648126_2796255384/background.m4a,8/PH/en/443648126_2796255384/mix.m4a,8/PH/en/443648126_2796255384/vocal.ogg
443648126_2796368006,10/KW/en/443648126_2796368006/background.m4a,10/KW/en/443648126_2796368006/mix.m4a,10/KW/en/443648126_2796368006/vocal.ogg
443648126_2796877530,19/TW/en/443648126_2796877530/background.m4a,19/TW/en/443648126_2796877530/mix.m4a,19/TW/en/443648126_2796877530/vocal.ogg
443648126_2796881146,17/TW/en/443648126_2796881146/background.m4a,17/TW/en/443648126_2796881146/mix.m4a,17/TW/en/443648126_2796881146/vocal.ogg
443648126_2797239892,18/TW/en/443648126_2797239892/background.m4a,18/TW/en/443648126_2797239892/mix.m4a,18/TW/en/443648126_2797239892/vocal.ogg
443648126_2801674823,12/KW/en/443648126_2801674823/background.m4a,12/KW/en/443648126_2801674823/mix.m4a,12/KW/en/443648126_2801674823/vocal.ogg
443648126_2803919594,8/SA/en/443648126_2803919594/background.m4a,8/SA/en/443648126_2803919594/mix.m4a,8/SA/en/443648126_2803919594/vocal.ogg
453959789_2819044161,8/US/en/453959789_2819044161/background.m4a,8/US/en/453959789_2819044161/mix.m4a,8/US/en/453959789_2819044161/vocal.ogg
493938343_2807337145,18/HK/en/493938343_2807337145/background.m4a,18/HK/en/493938343_2807337145/mix.m4a,18/HK/en/493938343_2807337145/vocal.ogg
493938343_2808188955,7/PH/en/493938343_2808188955/background.m4a,7/PH/en/493938343_2808188955/mix.m4a,7/PH/en/493938343_2808188955/vocal.ogg
493938343_2809608615,6/US/en/493938343_2809608615/background.m4a,6/US/en/493938343_2809608615/mix.m4a,6/US/en/493938343_2809608615/vocal.ogg
493938343_2810932540,19/RE/en/493938343_2810932540/background.m4a,19/RE/en/493938343_2810932540/mix.m4a,19/RE/en/493938343_2810932540/vocal.ogg
493938343_2811768258,6/PH/en/493938343_2811768258/background.m4a,6/PH/en/493938343_2811768258/mix.m4a,6/PH/en/493938343_2811768258/vocal.ogg
631942619_2807491658,8/NO/en/631942619_2807491658/background.m4a,8/NO/en/631942619_2807491658/mix.m4a,8/NO/en/631942619_2807491658/vocal.ogg
660125735_2789485991,20/TW/en/660125735_2789485991/background.m4a,20/TW/en/660125735_2789485991/mix.m4a,20/TW/en/660125735_2789485991/vocal.ogg
374273983_2783055897,10/RU/en/374273983_2794457020/background.m4a,10/RU/en/374273983_2794457020/mix.m4a,10/RU/en/374273983_2783055897/vocal2.ogg
443648126_2795149294,10/KW/en/443648126_2796368006/background.m4a,10/KW/en/443648126_2796368006/mix.m4a,10/KW/en/443648126_2795149294/vocal2.ogg
453959789_2809657441,8/US/en/453959789_2819044161/background.m4a,8/US/en/453959789_2819044161/mix.m4a,8/US/en/453959789_2809657441/vocal2.ogg
493938343_2807001381,18/HK/en/493938343_2807337145/background.m4a,18/HK/en/493938343_2807337145/mix.m4a,18/HK/en/493938343_2807001381/vocal2.ogg
660125735_2789174581,20/TW/en/660125735_2789485991/background.m4a,20/TW/en/660125735_2789485991/mix.m4a,20/TW/en/660125735_2789174581/vocal2.ogg
1000106951_2821853617,17/IT/en/1000106951_2821853617/background.m4a,17/IT/en/1000106951_2821853617/mix.m4a,17/IT/en/1000106951_2821853617/vocal.ogg
1000389848_2898147678,8/MY/en/1000389848_2898147678/background.m4a,8/MY/en/1000389848_2898147678/mix.m4a,8/MY/en/1000389848_2898147678/vocal.ogg
1003959115_2922031710,18/DE/en/1003959115_2922031710/background.m4a,18/DE/en/1003959115_2922031710/mix.m4a,18/DE/en/1003959115_2922031710/vocal.ogg
1003959115_2929611828,19/DE/en/1003959115_2929611828/background.m4a,19/DE/en/1003959115_2929611828/mix.m4a,19/DE/en/1003959115_2929611828/vocal.ogg
1004719681_2942911340,6/MY/en/1004719681_2942911340/background.m4a,6/MY/en/1004719681_2942911340/mix.m4a,6/MY/en/1004719681_2942911340/vocal.ogg
1000106951_2849645333,17/IT/en/1000106951_2849645333/background.m4a,17/IT/en/1000106951_2849645333/mix.m4a,17/IT/en/1000106951_2849645333/vocal.ogg
1001791531_2986349671,7/MY/en/1001791531_2986349671/background.m4a,7/MY/en/1001791531_2986349671/mix.m4a,7/MY/en/1001791531_2986349671/vocal.ogg
1001971748_2944449003,11/CH/en/1001971748_2944449003/background.m4a,11/CH/en/1001971748_2944449003/mix.m4a,11/CH/en/1001971748_2944449003/vocal.ogg
100383439_2889610063,7/US/en/100383439_2889610063/background.m4a,7/US/en/100383439_2889610063/mix.m4a,7/US/en/100383439_2889610063/vocal.ogg
1007110437_2772296086,19/JP/en/1007110437_2772296086/background.m4a,19/JP/en/1007110437_2772296086/mix.m4a,19/JP/en/1007110437_2772296086/vocal.ogg
1007110437_2772300559,10/JP/en/1007110437_2772300559/background.m4a,10/JP/en/1007110437_2772300559/mix.m4a,10/JP/en/1007110437_2772300559/vocal.ogg
1007110437_2774809374,18/JP/en/1007110437_2774809374/background.m4a,18/JP/en/1007110437_2774809374/mix.m4a,18/JP/en/1007110437_2774809374/vocal.ogg
1007110437_2830624505,10/JP/en/1007110437_2830624505/background.m4a,10/JP/en/1007110437_2830624505/mix.m4a,10/JP/en/1007110437_2830624505/vocal.ogg
100818823_2925298926,10/US/en/100818823_2925298926/background.m4a,10/US/en/100818823_2925298926/mix.m4a,10/US/en/100818823_2925298926/vocal.ogg
101125946_2981113241,6/GB/en/101125946_2981113241/background.m4a,6/GB/en/101125946_2981113241/mix.m4a,6/GB/en/101125946_2981113241/vocal.ogg
1000106951_2855243602,9/IT/en/1000106951_2855243602/background.m4a,9/IT/en/1000106951_2855243602/mix.m4a,9/IT/en/1000106951_2855243602/vocal.ogg
1000106951_2879688025,8/IT/en/1000106951_2879688025/background.m4a,8/IT/en/1000106951_2879688025/mix.m4a,8/IT/en/1000106951_2879688025/vocal.ogg
1000129601_2828889606,7/HK/en/1000129601_2828889606/background.m4a,7/HK/en/1000129601_2828889606/mix.m4a,7/HK/en/1000129601_2828889606/vocal.ogg
1003283696_2921855004,6/PH/en/1003283696_2921855004/background.m4a,6/PH/en/1003283696_2921855004/mix.m4a,6/PH/en/1003283696_2921855004/vocal.ogg
1000173249_2943531296,7/PH/en/1000173249_2943531296/background.m4a,7/PH/en/1000173249_2943531296/mix.m4a,7/PH/en/1000173249_2943531296/vocal.ogg
1020655563_2715773096,8/MY/en/1020655563_2715773096/background.m4a,8/MY/en/1020655563_2715773096/mix.m4a,8/MY/en/1020655563_2715773096/vocal.ogg
1000173249_2943580953,7/PH/en/1000173249_2943580953/background.m4a,7/PH/en/1000173249_2943580953/mix.m4a,7/PH/en/1000173249_2943580953/vocal.ogg
1000173249_2944426749,9/PH/en/1000173249_2944426749/background.m4a,9/PH/en/1000173249_2944426749/mix.m4a,9/PH/en/1000173249_2944426749/vocal.ogg
1000173249_2992177147,11/PH/en/1000173249_2992177147/background.m4a,11/PH/en/1000173249_2992177147/mix.m4a,11/PH/en/1000173249_2992177147/vocal.ogg
1000177487_2729819182,10/IN/en/1000177487_2729819182/background.m4a,10/IN/en/1000177487_2729819182/mix.m4a,10/IN/en/1000177487_2729819182/vocal.ogg
1002917030_2975207724,7/IN/en/1002917030_2975207724/background.m4a,7/IN/en/1002917030_2975207724/mix.m4a,7/IN/en/1002917030_2975207724/vocal.ogg
1000194595_2733567690,11/GH/en/1000194595_2733567690/background.m4a,11/GH/en/1000194595_2733567690/mix.m4a,11/GH/en/1000194595_2733567690/vocal.ogg
100024601_3019141736,18/GB/en/100024601_3019141736/background.m4a,18/GB/en/100024601_3019141736/mix.m4a,18/GB/en/100024601_3019141736/vocal.ogg
100024601_3019167730,9/GB/en/100024601_3019167730/background.m4a,9/GB/en/100024601_3019167730/mix.m4a,9/GB/en/100024601_3019167730/vocal.ogg
100024601_3019966694,9/GB/en/100024601_3019966694/background.m4a,9/GB/en/100024601_3019966694/mix.m4a,9/GB/en/100024601_3019966694/vocal.ogg
254536406_2775195784,5/NO/en/254536406_2775195784/background.m4a,5/NO/en/254536406_2775195784/mix.m4a,5/NO/en/254536406_2775195784/vocal.ogg
675560329_2845981081,18/SE/en/675560329_2845981081/background.m4a,18/SE/en/675560329_2845981081/mix.m4a,18/SE/en/675560329_2845981081/vocal.ogg
1000256405_2783165596,19/IT/en/1000256405_2783165596/background.m4a,19/IT/en/1000256405_2783165596/mix.m4a,19/IT/en/1000256405_2783165596/vocal.ogg
1001518511_2720353775,19/IT/en/1001518511_2720353775/background.m4a,19/IT/en/1001518511_2720353775/mix.m4a,19/IT/en/1001518511_2720353775/vocal.ogg
1001518511_2868903392,19/IT/en/1001518511_2868903392/background.m4a,19/IT/en/1001518511_2868903392/mix.m4a,19/IT/en/1001518511_2868903392/vocal.ogg
1005297431_2972462320,8/BR/en/1005297431_2972462320/background.m4a,8/BR/en/1005297431_2972462320/mix.m4a,8/BR/en/1005297431_2972462320/vocal.ogg
1000276867_2841023838,18/FR/en/1000276867_2841023838/background.m4a,18/FR/en/1000276867_2841023838/mix.m4a,18/FR/en/1000276867_2841023838/vocal.ogg
1000301546_2907534911,9/NO/en/1000301546_2907534911/background.m4a,9/NO/en/1000301546_2907534911/mix.m4a,9/NO/en/1000301546_2907534911/vocal.ogg
1000301546_2907536567,8/NO/en/1000301546_2907536567/background.m4a,8/NO/en/1000301546_2907536567/mix.m4a,8/NO/en/1000301546_2907536567/vocal.ogg
1005104263_2754085022,19/TH/en/1005104263_2754085022/background.m4a,19/TH/en/1005104263_2754085022/mix.m4a,19/TH/en/1005104263_2754085022/vocal.ogg
1000309337_2801876971,10/BR/en/1000309337_2801876971/background.m4a,10/BR/en/1000309337_2801876971/mix.m4a,10/BR/en/1000309337_2801876971/vocal.ogg
1000316391_2882231979,6/PH/en/1000316391_2882231979/background.m4a,6/PH/en/1000316391_2882231979/mix.m4a,6/PH/en/1000316391_2882231979/vocal.ogg
1005876787_2737398270,19/MY/en/1005876787_2737398270/background.m4a,19/MY/en/1005876787_2737398270/mix.m4a,19/MY/en/1005876787_2737398270/vocal.ogg
1007833464_2791089110,10/CA/en/1007833464_2791089110/background.m4a,10/CA/en/1007833464_2791089110/mix.m4a,10/CA/en/1007833464_2791089110/vocal.ogg
1000324564_2947194341,7/MY/en/1000324564_2947194341/background.m4a,7/MY/en/1000324564_2947194341/mix.m4a,7/MY/en/1000324564_2947194341/vocal.ogg
1000335348_2719384167,6/PH/en/1000335348_2719384167/background.m4a,6/PH/en/1000335348_2719384167/mix.m4a,6/PH/en/1000335348_2719384167/vocal.ogg
1000384724_2732437124,19/GB/en/1000384724_2732437124/background.m4a,19/GB/en/1000384724_2732437124/mix.m4a,19/GB/en/1000384724_2732437124/vocal.ogg
1000432704_2732210130,11/PH/en/1000432704_2732210130/background.m4a,11/PH/en/1000432704_2732210130/mix.m4a,11/PH/en/1000432704_2732210130/vocal.ogg
1001806834_2727688223,8/IT/en/1001806834_2727688223/background.m4a,8/IT/en/1001806834_2727688223/mix.m4a,8/IT/en/1001806834_2727688223/vocal.ogg
1003283696_2768898936,9/US/en/1003283696_2768898936/background.m4a,9/US/en/1003283696_2768898936/mix.m4a,9/US/en/1003283696_2768898936/vocal.ogg
1003283696_2768920591,11/PH/en/1003283696_2768920591/background.m4a,11/PH/en/1003283696_2768920591/mix.m4a,11/PH/en/1003283696_2768920591/vocal.ogg
1003283696_2768928115,9/SA/en/1003283696_2768928115/background.m4a,9/SA/en/1003283696_2768928115/mix.m4a,9/SA/en/1003283696_2768928115/vocal.ogg
1003283696_2770170532,6/GB/en/1003283696_2770170532/background.m4a,6/GB/en/1003283696_2770170532/mix.m4a,6/GB/en/1003283696_2770170532/vocal.ogg
1004672329_2788301786,7/PH/en/1004672329_2788301786/background.m4a,7/PH/en/1004672329_2788301786/mix.m4a,7/PH/en/1004672329_2788301786/vocal.ogg
1008220730_2729218371,19/MY/en/1008220730_2729218371/background.m4a,19/MY/en/1008220730_2729218371/mix.m4a,19/MY/en/1008220730_2729218371/vocal.ogg
1008220730_2729493908,10/PH/en/1008220730_2729493908/background.m4a,10/PH/en/1008220730_2729493908/mix.m4a,10/PH/en/1008220730_2729493908/vocal.ogg
1008220730_2730723780,6/MY/en/1008220730_2730723780/background.m4a,6/MY/en/1008220730_2730723780/mix.m4a,6/MY/en/1008220730_2730723780/vocal.ogg
1008220730_2731951138,20/US/en/1008220730_2731951138/background.m4a,20/US/en/1008220730_2731951138/mix.m4a,20/US/en/1008220730_2731951138/vocal.ogg
1008220730_2732724358,6/HK/en/1008220730_2732724358/background.m4a,6/HK/en/1008220730_2732724358/mix.m4a,6/HK/en/1008220730_2732724358/vocal.ogg
1008220730_2733384290,19/PH/en/1008220730_2733384290/background.m4a,19/PH/en/1008220730_2733384290/mix.m4a,19/PH/en/1008220730_2733384290/vocal.ogg
1008389670_2742469026,9/AE/en/1008389670_2742469026/background.m4a,9/AE/en/1008389670_2742469026/mix.m4a,9/AE/en/1008389670_2742469026/vocal.ogg
1013061255_2811871824,18/US/en/1013061255_2811871824/background.m4a,18/US/en/1013061255_2811871824/mix.m4a,18/US/en/1013061255_2811871824/vocal.ogg
1013061255_2812000655,18/US/en/1013061255_2812000655/background.m4a,18/US/en/1013061255_2812000655/mix.m4a,18/US/en/1013061255_2812000655/vocal.ogg
1013061255_2813285441,18/US/en/1013061255_2813285441/background.m4a,18/US/en/1013061255_2813285441/mix.m4a,18/US/en/1013061255_2813285441/vocal.ogg
1013061255_2818909702,9/NL/en/1013061255_2818909702/background.m4a,9/NL/en/1013061255_2818909702/mix.m4a,9/NL/en/1013061255_2818909702/vocal.ogg
1015429020_2722505236,19/MY/en/1015429020_2722505236/background.m4a,19/MY/en/1015429020_2722505236/mix.m4a,19/MY/en/1015429020_2722505236/vocal.ogg
1000384724_2732247354,19/GB/en/1000384724_2732437124/background.m4a,19/GB/en/1000384724_2732437124/mix.m4a,19/GB/en/1000384724_2732247354/vocal2.ogg
1000432704_2725774856,11/PH/en/1000432704_2732210130/background.m4a,11/PH/en/1000432704_2732210130/mix.m4a,11/PH/en/1000432704_2725774856/vocal2.ogg
1001806834_2727583963,8/IT/en/1001806834_2727688223/background.m4a,8/IT/en/1001806834_2727688223/mix.m4a,8/IT/en/1001806834_2727583963/vocal2.ogg
1003283696_2768864179,11/PH/en/1003283696_2768920591/background.m4a,11/PH/en/1003283696_2768920591/mix.m4a,11/PH/en/1003283696_2768864179/vocal2.ogg
1008220730_2729124357,10/PH/en/1008220730_2729493908/background.m4a,10/PH/en/1008220730_2729493908/mix.m4a,10/PH/en/1008220730_2729124357/vocal2.ogg
1008389670_2732212410,9/AE/en/1008389670_2742469026/background.m4a,9/AE/en/1008389670_2742469026/mix.m4a,9/AE/en/1008389670_2732212410/vocal2.ogg
1013061255_2811841175,18/US/en/1013061255_2811871824/background.m4a,18/US/en/1013061255_2811871824/mix.m4a,18/US/en/1013061255_2811841175/vocal2.ogg
1015429020_2722464148,19/MY/en/1015429020_2722505236/background.m4a,19/MY/en/1015429020_2722505236/mix.m4a,19/MY/en/1015429020_2722464148/vocal2.ogg
1000389848_2836891783,18/MY/en/1000389848_2836891783/background.m4a,18/MY/en/1000389848_2836891783/mix.m4a,18/MY/en/1000389848_2836891783/vocal.ogg
1000391596_2820655866,18/MY/en/1000391596_2820655866/background.m4a,18/MY/en/1000391596_2820655866/mix.m4a,18/MY/en/1000391596_2820655866/vocal.ogg
1001971748_2735670818,19/CH/en/1001971748_2735670818/background.m4a,19/CH/en/1001971748_2735670818/mix.m4a,19/CH/en/1001971748_2735670818/vocal.ogg
1000416316_2706686325,20/RU/en/1000416316_2706686325/background.m4a,20/RU/en/1000416316_2706686325/mix.m4a,20/RU/en/1000416316_2706686325/vocal.ogg
1000432704_2735132321,20/PH/en/1000432704_2735132321/background.m4a,20/PH/en/1000432704_2735132321/mix.m4a,20/PH/en/1000432704_2735132321/vocal.ogg
1000432704_2737007063,7/HK/en/1000432704_2737007063/background.m4a,7/HK/en/1000432704_2737007063/mix.m4a,7/HK/en/1000432704_2737007063/vocal.ogg
1000432704_2738839321,18/TW/en/1000432704_2738839321/background.m4a,18/TW/en/1000432704_2738839321/mix.m4a,18/TW/en/1000432704_2738839321/vocal.ogg
1000432704_2744107146,8/HK/en/1000432704_2744107146/background.m4a,8/HK/en/1000432704_2744107146/mix.m4a,8/HK/en/1000432704_2744107146/vocal.ogg
1216549750_2728245614,11/US/en/1216549750_2728245614/background.m4a,11/US/en/1216549750_2728245614/mix.m4a,11/US/en/1216549750_2728245614/vocal.ogg
1000432704_2734916493,18/TW/en/1000432704_2738839321/background.m4a,18/TW/en/1000432704_2738839321/mix.m4a,18/TW/en/1000432704_2734916493/vocal2.ogg
1000432704_2818673995,20/SA/en/1000432704_2818673995/background.m4a,20/SA/en/1000432704_2818673995/mix.m4a,20/SA/en/1000432704_2818673995/vocal.ogg
1000432704_2818722915,7/AE/en/1000432704_2818722915/background.m4a,7/AE/en/1000432704_2818722915/mix.m4a,7/AE/en/1000432704_2818722915/vocal.ogg
1000432704_2818743594,7/DE/en/1000432704_2818743594/background.m4a,7/DE/en/1000432704_2818743594/mix.m4a,7/DE/en/1000432704_2818743594/vocal.ogg
1000432704_2818808445,18/SA/en/1000432704_2818808445/background.m4a,18/SA/en/1000432704_2818808445/mix.m4a,18/SA/en/1000432704_2818808445/vocal.ogg
1000432704_2818809498,10/SA/en/1000432704_2818809498/background.m4a,10/SA/en/1000432704_2818809498/mix.m4a,10/SA/en/1000432704_2818809498/vocal.ogg
1000432704_2818830564,7/SA/en/1000432704_2818830564/background.m4a,7/SA/en/1000432704_2818830564/mix.m4a,7/SA/en/1000432704_2818830564/vocal.ogg
1000432704_2818844380,7/SA/en/1000432704_2818844380/background.m4a,7/SA/en/1000432704_2818844380/mix.m4a,7/SA/en/1000432704_2818844380/vocal.ogg
1000432704_2818907717,7/KW/en/1000432704_2818907717/background.m4a,7/KW/en/1000432704_2818907717/mix.m4a,7/KW/en/1000432704_2818907717/vocal.ogg
1000432704_2819080390,11/TW/en/1000432704_2819080390/background.m4a,11/TW/en/1000432704_2819080390/mix.m4a,11/TW/en/1000432704_2819080390/vocal.ogg
1000432704_2819306619,7/HK/en/1000432704_2819306619/background.m4a,7/HK/en/1000432704_2819306619/mix.m4a,7/HK/en/1000432704_2819306619/vocal.ogg
1000432704_2823995077,18/SA/en/1000432704_2823995077/background.m4a,18/SA/en/1000432704_2823995077/mix.m4a,18/SA/en/1000432704_2823995077/vocal.ogg
1003283696_2834064239,20/PH/en/1003283696_2834064239/background.m4a,20/PH/en/1003283696_2834064239/mix.m4a,20/PH/en/1003283696_2834064239/vocal.ogg
1003283696_2834069570,18/TW/en/1003283696_2834069570/background.m4a,18/TW/en/1003283696_2834069570/mix.m4a,18/TW/en/1003283696_2834069570/vocal.ogg
1003283696_2834344691,9/KW/en/1003283696_2834344691/background.m4a,9/KW/en/1003283696_2834344691/mix.m4a,9/KW/en/1003283696_2834344691/vocal.ogg
1003283696_2834687257,5/SA/en/1003283696_2834687257/background.m4a,5/SA/en/1003283696_2834687257/mix.m4a,5/SA/en/1003283696_2834687257/vocal.ogg
1003283696_2834830302,9/PH/en/1003283696_2834830302/background.m4a,9/PH/en/1003283696_2834830302/mix.m4a,9/PH/en/1003283696_2834830302/vocal.ogg
