perf_key,background_path,mix_path,vocal_path
1415711577_2753017636,1/IT/ro/1415711577_2753017636/background.m4a,1/IT/ro/1415711577_2753017636/mix.m4a,1/IT/ro/1415711577_2753017636/vocal.ogg
1288720170_2724346921,1/DE/ro/1288720170_2724346921/background.m4a,1/DE/ro/1288720170_2724346921/mix.m4a,1/DE/ro/1288720170_2724346921/vocal.ogg
1237742044_2848367483,1/FR/ro/1237742044_2848367483/background.m4a,1/FR/ro/1237742044_2848367483/mix.m4a,1/FR/ro/1237742044_2848367483/vocal.ogg
1216156455_2968940563,1/RO/ro/1216156455_2968940563/background.m4a,1/RO/ro/1216156455_2968940563/mix.m4a,1/RO/ro/1216156455_2968940563/vocal.ogg
169367594_2885211891,1/FR/ro/169367594_2885211891/background.m4a,1/FR/ro/169367594_2885211891/mix.m4a,1/FR/ro/169367594_2885211891/vocal.ogg
1146509950_2885092003,1/MY/ro/1146509950_2885092003/background.m4a,1/MY/ro/1146509950_2885092003/mix.m4a,1/MY/ro/1146509950_2885092003/vocal.ogg
1410275208_2925327252,1/IN/ml/1410275208_2925327252/background.m4a,1/IN/ml/1410275208_2925327252/mix.m4a,1/IN/ml/1410275208_2925327252/vocal.ogg
1029615497_2965719518,1/IN/ml/1029615497_2965719518/background.m4a,1/IN/ml/1029615497_2965719518/mix.m4a,1/IN/ml/1029615497_2965719518/vocal.ogg
1093630748_2797905135,1/IN/ml/1093630748_2797905135/background.m4a,1/IN/ml/1093630748_2797905135/mix.m4a,1/IN/ml/1093630748_2797905135/vocal.ogg
1043192663_2816310391,1/IN/ml/1043192663_2816310391/background.m4a,1/IN/ml/1043192663_2816310391/mix.m4a,1/IN/ml/1043192663_2816310391/vocal.ogg
1104323171_2929532841,1/IN/pa/1104323171_2929532841/background.m4a,1/IN/pa/1104323171_2929532841/mix.m4a,1/IN/pa/1104323171_2929532841/vocal.ogg
1007574635_2745103997,1/IN/ml/1007574635_2745103997/background.m4a,1/IN/ml/1007574635_2745103997/mix.m4a,1/IN/ml/1007574635_2745103997/vocal.ogg
1021186981_2748922851,1/IN/ml/1021186981_2748922851/background.m4a,1/IN/ml/1021186981_2748922851/mix.m4a,1/IN/ml/1021186981_2748922851/vocal.ogg
1066754152_2916932244,1/IN/ml/1066754152_2916932244/background.m4a,1/IN/ml/1066754152_2916932244/mix.m4a,1/IN/ml/1066754152_2916932244/vocal.ogg
1180014547_2931140466,1/IN/ml/1180014547_2931140466/background.m4a,1/IN/ml/1180014547_2931140466/mix.m4a,1/IN/ml/1180014547_2931140466/vocal.ogg
1527668185_3004928835,1/TW/zh-Hans/1527668185_3004928835/background.m4a,1/TW/zh-Hans/1527668185_3004928835/mix.m4a,1/TW/zh-Hans/1527668185_3004928835/vocal.ogg
1125028594_2822331230,1/IN/ml/1125028594_2822331230/background.m4a,1/IN/ml/1125028594_2822331230/mix.m4a,1/IN/ml/1125028594_2822331230/vocal.ogg
1203415220_3015391491,1/IN/ml/1203415220_3015391491/background.m4a,1/IN/ml/1203415220_3015391491/mix.m4a,1/IN/ml/1203415220_3015391491/vocal.ogg
1055670262_2967095864,1/AE/ml/1055670262_2967095864/background.m4a,1/AE/ml/1055670262_2967095864/mix.m4a,1/AE/ml/1055670262_2967095864/vocal.ogg
1373614208_2809078834,1/HK/zh-Hans/1373614208_2809078834/background.m4a,1/HK/zh-Hans/1373614208_2809078834/mix.m4a,1/HK/zh-Hans/1373614208_2809078834/vocal.ogg
1001477237_2918485012,1/AE/ml/1001477237_2918485012/background.m4a,1/AE/ml/1001477237_2918485012/mix.m4a,1/AE/ml/1001477237_2918485012/vocal.ogg
711696316_2959995576,1/AU/zh-Hans/711696316_2959995576/background.m4a,1/AU/zh-Hans/711696316_2959995576/mix.m4a,1/AU/zh-Hans/711696316_2959995576/vocal.ogg
1588118777_2971847361,1/JP/zh-Hans/1588118777_2971847361/background.m4a,1/JP/zh-Hans/1588118777_2971847361/mix.m4a,1/JP/zh-Hans/1588118777_2971847361/vocal.ogg
1175776491_2990032513,1/IN/ml/1175776491_2990032513/background.m4a,1/IN/ml/1175776491_2990032513/mix.m4a,1/IN/ml/1175776491_2990032513/vocal.ogg
1902517816_2855203211,1/IN/ml/1902517816_2855203211/background.m4a,1/IN/ml/1902517816_2855203211/mix.m4a,1/IN/ml/1902517816_2855203211/vocal.ogg
1199033280_2957617184,1/IN/ml/1199033280_2957617184/background.m4a,1/IN/ml/1199033280_2957617184/mix.m4a,1/IN/ml/1199033280_2957617184/vocal.ogg
1068284801_2943524057,1/BH/ml/1068284801_2943524057/background.m4a,1/BH/ml/1068284801_2943524057/mix.m4a,1/BH/ml/1068284801_2943524057/vocal.ogg
1125282626_2834815092,1/IN/ml/1125282626_2834815092/background.m4a,1/IN/ml/1125282626_2834815092/mix.m4a,1/IN/ml/1125282626_2834815092/vocal.ogg
1120430562_2705286518,1/IN/ml/1120430562_2705286518/background.m4a,1/IN/ml/1120430562_2705286518/mix.m4a,1/IN/ml/1120430562_2705286518/vocal.ogg
1857786601_2715427295,1/IN/pa/1857786601_2715427295/background.m4a,1/IN/pa/1857786601_2715427295/mix.m4a,1/IN/pa/1857786601_2715427295/vocal.ogg
1148285709_2820574564,1/IN/ml/1148285709_2820574564/background.m4a,1/IN/ml/1148285709_2820574564/mix.m4a,1/IN/ml/1148285709_2820574564/vocal.ogg
1038503306_2814214346,1/IN/ml/1038503306_2814214346/background.m4a,1/IN/ml/1038503306_2814214346/mix.m4a,1/IN/ml/1038503306_2814214346/vocal.ogg
1695188367_2732471112,1/IN/pa/1695188367_2732471112/background.m4a,1/IN/pa/1695188367_2732471112/mix.m4a,1/IN/pa/1695188367_2732471112/vocal.ogg
1001477237_3000826086,1/AE/ml/1001477237_3000826086/background.m4a,1/AE/ml/1001477237_3000826086/mix.m4a,1/AE/ml/1001477237_3000826086/vocal.ogg
1153991561_2754191159,1/AE/ml/1153991561_2754191159/background.m4a,1/AE/ml/1153991561_2754191159/mix.m4a,1/AE/ml/1153991561_2754191159/vocal.ogg
1124336887_2746888893,1/AE/ml/1124336887_2746888893/background.m4a,1/AE/ml/1124336887_2746888893/mix.m4a,1/AE/ml/1124336887_2746888893/vocal.ogg
1107243908_2727944856,1/IN/ml/1107243908_2727944856/background.m4a,1/IN/ml/1107243908_2727944856/mix.m4a,1/IN/ml/1107243908_2727944856/vocal.ogg
1889060077_2887772055,1/IN/pa/1889060077_2887772055/background.m4a,1/IN/pa/1889060077_2887772055/mix.m4a,1/IN/pa/1889060077_2887772055/vocal.ogg
1018326488_2768187572,1/US/ml/1018326488_2768187572/background.m4a,1/US/ml/1018326488_2768187572/mix.m4a,1/US/ml/1018326488_2768187572/vocal.ogg
1853829399_2933734383,1/IN/pa/1853829399_2933734383/background.m4a,1/IN/pa/1853829399_2933734383/mix.m4a,1/IN/pa/1853829399_2933734383/vocal.ogg
1104342751_2869859558,1/IN/ml/1104342751_2869859558/background.m4a,1/IN/ml/1104342751_2869859558/mix.m4a,1/IN/ml/1104342751_2869859558/vocal.ogg
1847116221_2827942402,1/IN/pa/1847116221_2827942402/background.m4a,1/IN/pa/1847116221_2827942402/mix.m4a,1/IN/pa/1847116221_2827942402/vocal.ogg
2018960093_2830899058,1/IN/pa/2018960093_2830899058/background.m4a,1/IN/pa/2018960093_2830899058/mix.m4a,1/IN/pa/2018960093_2830899058/vocal.ogg
1118722845_2986466805,1/IN/ml/1118722845_2986466805/background.m4a,1/IN/ml/1118722845_2986466805/mix.m4a,1/IN/ml/1118722845_2986466805/vocal.ogg
1088046863_3023212793,1/IN/ml/1088046863_3023212793/background.m4a,1/IN/ml/1088046863_3023212793/mix.m4a,1/IN/ml/1088046863_3023212793/vocal.ogg
1068482794_2882040532,1/AE/ml/1068482794_2882040532/background.m4a,1/AE/ml/1068482794_2882040532/mix.m4a,1/AE/ml/1068482794_2882040532/vocal.ogg
1647913685_2732194270,1/IN/ml/1647913685_2732194270/background.m4a,1/IN/ml/1647913685_2732194270/mix.m4a,1/IN/ml/1647913685_2732194270/vocal.ogg
1040468236_2747617598,1/IN/ml/1040468236_2747617598/background.m4a,1/IN/ml/1040468236_2747617598/mix.m4a,1/IN/ml/1040468236_2747617598/vocal.ogg
1222345424_2764387637,1/IN/ml/1222345424_2764387637/background.m4a,1/IN/ml/1222345424_2764387637/mix.m4a,1/IN/ml/1222345424_2764387637/vocal.ogg
1284732735_2931867005,1/IN/ml/1284732735_2931867005/background.m4a,1/IN/ml/1284732735_2931867005/mix.m4a,1/IN/ml/1284732735_2931867005/vocal.ogg
1142755561_2937369650,1/IN/pa/1142755561_2937369650/background.m4a,1/IN/pa/1142755561_2937369650/mix.m4a,1/IN/pa/1142755561_2937369650/vocal.ogg
1281835233_2815485952,1/IN/pa/1281835233_2815485952/background.m4a,1/IN/pa/1281835233_2815485952/mix.m4a,1/IN/pa/1281835233_2815485952/vocal.ogg
1061560808_2854510321,1/IN/ml/1061560808_2854510321/background.m4a,1/IN/ml/1061560808_2854510321/mix.m4a,1/IN/ml/1061560808_2854510321/vocal.ogg
1111995995_2913957227,1/IN/pa/1111995995_2913957227/background.m4a,1/IN/pa/1111995995_2913957227/mix.m4a,1/IN/pa/1111995995_2913957227/vocal.ogg
975683646_2732703804,1/SG/zh-Hans/975683646_2732703804/background.m4a,1/SG/zh-Hans/975683646_2732703804/mix.m4a,1/SG/zh-Hans/975683646_2732703804/vocal.ogg
1052814914_2839927115,1/IN/ml/1052814914_2839927115/background.m4a,1/IN/ml/1052814914_2839927115/mix.m4a,1/IN/ml/1052814914_2839927115/vocal.ogg
1050928315_2736304364,1/IN/ml/1050928315_2736304364/background.m4a,1/IN/ml/1050928315_2736304364/mix.m4a,1/IN/ml/1050928315_2736304364/vocal.ogg
1029615497_2975924261,1/IN/ml/1029615497_2975924261/background.m4a,1/IN/ml/1029615497_2975924261/mix.m4a,1/IN/ml/1029615497_2975924261/vocal.ogg
1033591941_2827717959,1/IN/ml/1033591941_2827717959/background.m4a,1/IN/ml/1033591941_2827717959/mix.m4a,1/IN/ml/1033591941_2827717959/vocal.ogg
1856787421_2737055051,1/IN/pa/1856787421_2737055051/background.m4a,1/IN/pa/1856787421_2737055051/mix.m4a,1/IN/pa/1856787421_2737055051/vocal.ogg
516868806_2806667723,1/TW/zh-Hans/516868806_2806667723/background.m4a,1/TW/zh-Hans/516868806_2806667723/mix.m4a,1/TW/zh-Hans/516868806_2806667723/vocal.ogg
1146959883_2991529406,1/IN/ml/1146959883_2991529406/background.m4a,1/IN/ml/1146959883_2991529406/mix.m4a,1/IN/ml/1146959883_2991529406/vocal.ogg
1001477237_3009374578,1/AE/ml/1001477237_3009374578/background.m4a,1/AE/ml/1001477237_3009374578/mix.m4a,1/AE/ml/1001477237_3009374578/vocal.ogg
1090822308_2802568293,1/IN/ml/1090822308_2802568293/background.m4a,1/IN/ml/1090822308_2802568293/mix.m4a,1/IN/ml/1090822308_2802568293/vocal.ogg
1122859314_2775848113,1/IN/ml/1122859314_2775848113/background.m4a,1/IN/ml/1122859314_2775848113/mix.m4a,1/IN/ml/1122859314_2775848113/vocal.ogg
1001759055_2733162292,1/IN/ml/1001759055_2733162292/background.m4a,1/IN/ml/1001759055_2733162292/mix.m4a,1/IN/ml/1001759055_2733162292/vocal.ogg
1158331472_2980677445,1/TH/ml/1158331472_2980677445/background.m4a,1/TH/ml/1158331472_2980677445/mix.m4a,1/TH/ml/1158331472_2980677445/vocal.ogg
1102705054_2762402379,1/IN/ml/1102705054_2762402379/background.m4a,1/IN/ml/1102705054_2762402379/mix.m4a,1/IN/ml/1102705054_2762402379/vocal.ogg
1050732329_3017186051,1/IN/ml/1050732329_3017186051/background.m4a,1/IN/ml/1050732329_3017186051/mix.m4a,1/IN/ml/1050732329_3017186051/vocal.ogg
1940921486_2994796342,1/IN/ml/1940921486_2994796342/background.m4a,1/IN/ml/1940921486_2994796342/mix.m4a,1/IN/ml/1940921486_2994796342/vocal.ogg
1099897980_2990623769,1/KW/ml/1099897980_2990623769/background.m4a,1/KW/ml/1099897980_2990623769/mix.m4a,1/KW/ml/1099897980_2990623769/vocal.ogg
1035873803_2903730496,1/IN/ml/1035873803_2903730496/background.m4a,1/IN/ml/1035873803_2903730496/mix.m4a,1/IN/ml/1035873803_2903730496/vocal.ogg
1057998615_2780173606,1/IN/ml/1057998615_2780173606/background.m4a,1/IN/ml/1057998615_2780173606/mix.m4a,1/IN/ml/1057998615_2780173606/vocal.ogg
1847075259_2997873137,1/IN/pa/1847075259_2997873137/background.m4a,1/IN/pa/1847075259_2997873137/mix.m4a,1/IN/pa/1847075259_2997873137/vocal.ogg
1055565808_2806989132,1/IN/ml/1055565808_2806989132/background.m4a,1/IN/ml/1055565808_2806989132/mix.m4a,1/IN/ml/1055565808_2806989132/vocal.ogg
1089573196_3007669892,1/AE/ml/1089573196_3007669892/background.m4a,1/AE/ml/1089573196_3007669892/mix.m4a,1/AE/ml/1089573196_3007669892/vocal.ogg
1055083646_2716008447,1/AE/ml/1055083646_2716008447/background.m4a,1/AE/ml/1055083646_2716008447/mix.m4a,1/AE/ml/1055083646_2716008447/vocal.ogg
1124336887_2748862336,1/AE/ml/1124336887_2748862336/background.m4a,1/AE/ml/1124336887_2748862336/mix.m4a,1/AE/ml/1124336887_2748862336/vocal.ogg
337207891_2762424397,1/AE/ml/337207891_2762424397/background.m4a,1/AE/ml/337207891_2762424397/mix.m4a,1/AE/ml/337207891_2762424397/vocal.ogg
1837484393_2823034264,1/IN/pa/1837484393_2823034264/background.m4a,1/IN/pa/1837484393_2823034264/mix.m4a,1/IN/pa/1837484393_2823034264/vocal.ogg
1296682585_2757904998,1/IN/ml/1296682585_2757904998/background.m4a,1/IN/ml/1296682585_2757904998/mix.m4a,1/IN/ml/1296682585_2757904998/vocal.ogg
1300251237_2814322006,1/KW/ml/1300251237_2814322006/background.m4a,1/KW/ml/1300251237_2814322006/mix.m4a,1/KW/ml/1300251237_2814322006/vocal.ogg
1540193745_2856844423,1/IN/ml/1540193745_2856844423/background.m4a,1/IN/ml/1540193745_2856844423/mix.m4a,1/IN/ml/1540193745_2856844423/vocal.ogg
174159223_2832394326,1/IN/ml/174159223_2832394326/background.m4a,1/IN/ml/174159223_2832394326/mix.m4a,1/IN/ml/174159223_2832394326/vocal.ogg
1009762127_2854633525,1/IN/ml/1009762127_2854633525/background.m4a,1/IN/ml/1009762127_2854633525/mix.m4a,1/IN/ml/1009762127_2854633525/vocal.ogg
1373614208_2808976347,1/HK/zh-Hans/1373614208_2808976347/background.m4a,1/HK/zh-Hans/1373614208_2808976347/mix.m4a,1/HK/zh-Hans/1373614208_2808976347/vocal.ogg
1108235668_2807206362,1/IN/ml/1108235668_2807206362/background.m4a,1/IN/ml/1108235668_2807206362/mix.m4a,1/IN/ml/1108235668_2807206362/vocal.ogg
1112694356_2872395527,1/IN/ml/1112694356_2872395527/background.m4a,1/IN/ml/1112694356_2872395527/mix.m4a,1/IN/ml/1112694356_2872395527/vocal.ogg
1035873803_2896099882,1/IN/ml/1035873803_2896099882/background.m4a,1/IN/ml/1035873803_2896099882/mix.m4a,1/IN/ml/1035873803_2896099882/vocal.ogg
1005569698_2775519526,1/AE/ml/1005569698_2775519526/background.m4a,1/AE/ml/1005569698_2775519526/mix.m4a,1/AE/ml/1005569698_2775519526/vocal.ogg
1136590315_2795577175,1/QA/ml/1136590315_2795577175/background.m4a,1/QA/ml/1136590315_2795577175/mix.m4a,1/QA/ml/1136590315_2795577175/vocal.ogg
1033306503_2781925589,1/IN/ml/1033306503_2781925589/background.m4a,1/IN/ml/1033306503_2781925589/mix.m4a,1/IN/ml/1033306503_2781925589/vocal.ogg
1472565839_2949376551,1/OM/ml/1472565839_2949376551/background.m4a,1/OM/ml/1472565839_2949376551/mix.m4a,1/OM/ml/1472565839_2949376551/vocal.ogg
1153991561_2702972532,1/AE/ml/1153991561_2702972532/background.m4a,1/AE/ml/1153991561_2702972532/mix.m4a,1/AE/ml/1153991561_2702972532/vocal.ogg
1056469557_3003184377,1/TH/zh-Hans/1056469557_3003184377/background.m4a,1/TH/zh-Hans/1056469557_3003184377/mix.m4a,1/TH/zh-Hans/1056469557_3003184377/vocal.ogg
1133659569_2817726638,1/IN/ml/1133659569_2817726638/background.m4a,1/IN/ml/1133659569_2817726638/mix.m4a,1/IN/ml/1133659569_2817726638/vocal.ogg
1142812008_2817557304,1/IN/ml/1142812008_2817557304/background.m4a,1/IN/ml/1142812008_2817557304/mix.m4a,1/IN/ml/1142812008_2817557304/vocal.ogg
2020623024_2835840724,1/IN/ml/2020623024_2835840724/background.m4a,1/IN/ml/2020623024_2835840724/mix.m4a,1/IN/ml/2020623024_2835840724/vocal.ogg
1107873793_2952978954,1/IN/ml/1107873793_2952978954/background.m4a,1/IN/ml/1107873793_2952978954/mix.m4a,1/IN/ml/1107873793_2952978954/vocal.ogg
1373614208_2836512087,1/HK/zh-Hans/1373614208_2836512087/background.m4a,1/HK/zh-Hans/1373614208_2836512087/mix.m4a,1/HK/zh-Hans/1373614208_2836512087/vocal.ogg
1289296418_2716064913,1/AE/ml/1289296418_2716064913/background.m4a,1/AE/ml/1289296418_2716064913/mix.m4a,1/AE/ml/1289296418_2716064913/vocal.ogg
1123295584_3021066902,1/AU/ml/1123295584_3021066902/background.m4a,1/AU/ml/1123295584_3021066902/mix.m4a,1/AU/ml/1123295584_3021066902/vocal.ogg
1026511550_2855746054,1/IN/ml/1026511550_2855746054/background.m4a,1/IN/ml/1026511550_2855746054/mix.m4a,1/IN/ml/1026511550_2855746054/vocal.ogg
1031128846_2819257886,1/IN/ml/1031128846_2819257886/background.m4a,1/IN/ml/1031128846_2819257886/mix.m4a,1/IN/ml/1031128846_2819257886/vocal.ogg
1178418030_2917923568,1/IN/ml/1178418030_2917923568/background.m4a,1/IN/ml/1178418030_2917923568/mix.m4a,1/IN/ml/1178418030_2917923568/vocal.ogg
1038503306_2821731327,1/IN/ml/1038503306_2821731327/background.m4a,1/IN/ml/1038503306_2821731327/mix.m4a,1/IN/ml/1038503306_2821731327/vocal.ogg
1169836163_2906501643,1/IN/ml/1169836163_2906501643/background.m4a,1/IN/ml/1169836163_2906501643/mix.m4a,1/IN/ml/1169836163_2906501643/vocal.ogg
711696316_2958937418,1/AU/zh-Hans/711696316_2958937418/background.m4a,1/AU/zh-Hans/711696316_2958937418/mix.m4a,1/AU/zh-Hans/711696316_2958937418/vocal.ogg
1712985294_2807801198,1/AE/ml/1712985294_2807801198/background.m4a,1/AE/ml/1712985294_2807801198/mix.m4a,1/AE/ml/1712985294_2807801198/vocal.ogg
1663146478_2889645576,1/PK/pa/1663146478_2889645576/background.m4a,1/PK/pa/1663146478_2889645576/mix.m4a,1/PK/pa/1663146478_2889645576/vocal.ogg
1000052655_2888211060,1/IN/ml/1000052655_2888211060/background.m4a,1/IN/ml/1000052655_2888211060/mix.m4a,1/IN/ml/1000052655_2888211060/vocal.ogg
1861139963_2872891724,1/IN/pa/1861139963_2872891724/background.m4a,1/IN/pa/1861139963_2872891724/mix.m4a,1/IN/pa/1861139963_2872891724/vocal.ogg
1087934127_2895223642,1/IN/pa/1087934127_2895223642/background.m4a,1/IN/pa/1087934127_2895223642/mix.m4a,1/IN/pa/1087934127_2895223642/vocal.ogg
1125375498_3006925999,1/IN/ml/1125375498_3006925999/background.m4a,1/IN/ml/1125375498_3006925999/mix.m4a,1/IN/ml/1125375498_3006925999/vocal.ogg
1452785038_2762353213,1/IN/pa/1452785038_2762353213/background.m4a,1/IN/pa/1452785038_2762353213/mix.m4a,1/IN/pa/1452785038_2762353213/vocal.ogg
1034543924_2907320253,1/IN/ml/1034543924_2907320253/background.m4a,1/IN/ml/1034543924_2907320253/mix.m4a,1/IN/ml/1034543924_2907320253/vocal.ogg
1457839830_2835522021,1/US/ml/1457839830_2835522021/background.m4a,1/US/ml/1457839830_2835522021/mix.m4a,1/US/ml/1457839830_2835522021/vocal.ogg
1112014736_2959429914,1/IN/ml/1112014736_2959429914/background.m4a,1/IN/ml/1112014736_2959429914/mix.m4a,1/IN/ml/1112014736_2959429914/vocal.ogg
1549538886_2887868396,1/IN/pa/1549538886_2887868396/background.m4a,1/IN/pa/1549538886_2887868396/mix.m4a,1/IN/pa/1549538886_2887868396/vocal.ogg
1127215329_3010318261,1/GB/ml/1127215329_3010318261/background.m4a,1/GB/ml/1127215329_3010318261/mix.m4a,1/GB/ml/1127215329_3010318261/vocal.ogg
711696316_2960002128,1/AU/zh-Hans/711696316_2960002128/background.m4a,1/AU/zh-Hans/711696316_2960002128/mix.m4a,1/AU/zh-Hans/711696316_2960002128/vocal.ogg
1987664836_2760648426,1/IN/pa/1987664836_2760648426/background.m4a,1/IN/pa/1987664836_2760648426/mix.m4a,1/IN/pa/1987664836_2760648426/vocal.ogg
1157758092_2788273297,1/AE/ml/1157758092_2788273297/background.m4a,1/AE/ml/1157758092_2788273297/mix.m4a,1/AE/ml/1157758092_2788273297/vocal.ogg
2000309425_2801836658,1/IN/pa/2000309425_2801836658/background.m4a,1/IN/pa/2000309425_2801836658/mix.m4a,1/IN/pa/2000309425_2801836658/vocal.ogg
484188684_2909028777,1/IN/ml/484188684_2909028777/background.m4a,1/IN/ml/484188684_2909028777/mix.m4a,1/IN/ml/484188684_2909028777/vocal.ogg
1061610306_2985856652,1/IN/ml/1061610306_2985856652/background.m4a,1/IN/ml/1061610306_2985856652/mix.m4a,1/IN/ml/1061610306_2985856652/vocal.ogg
1000052655_2979543851,1/IN/ml/1000052655_2979543851/background.m4a,1/IN/ml/1000052655_2979543851/mix.m4a,1/IN/ml/1000052655_2979543851/vocal.ogg
1248073529_2708267583,1/IN/ml/1248073529_2708267583/background.m4a,1/IN/ml/1248073529_2708267583/mix.m4a,1/IN/ml/1248073529_2708267583/vocal.ogg
1641642189_3013584750,1/IN/pa/1641642189_3013584750/background.m4a,1/IN/pa/1641642189_3013584750/mix.m4a,1/IN/pa/1641642189_3013584750/vocal.ogg
1127467177_2783105088,1/IN/ml/1127467177_2783105088/background.m4a,1/IN/ml/1127467177_2783105088/mix.m4a,1/IN/ml/1127467177_2783105088/vocal.ogg
1204687735_2914327421,1/QA/ml/1204687735_2914327421/background.m4a,1/QA/ml/1204687735_2914327421/mix.m4a,1/QA/ml/1204687735_2914327421/vocal.ogg
1975520754_2845738441,1/IN/ml/1975520754_2845738441/background.m4a,1/IN/ml/1975520754_2845738441/mix.m4a,1/IN/ml/1975520754_2845738441/vocal.ogg
1189669959_2903881574,1/IN/pa/1189669959_2903881574/background.m4a,1/IN/pa/1189669959_2903881574/mix.m4a,1/IN/pa/1189669959_2903881574/vocal.ogg
1842229710_2926415470,1/IN/ml/1842229710_2926415470/background.m4a,1/IN/ml/1842229710_2926415470/mix.m4a,1/IN/ml/1842229710_2926415470/vocal.ogg
1663726559_2870760834,1/NG/ml/1663726559_2870760834/background.m4a,1/NG/ml/1663726559_2870760834/mix.m4a,1/NG/ml/1663726559_2870760834/vocal.ogg
1846041518_2769267743,1/PK/pa/1846041518_2769267743/background.m4a,1/PK/pa/1846041518_2769267743/mix.m4a,1/PK/pa/1846041518_2769267743/vocal.ogg
1322533700_2913938263,1/IN/ml/1322533700_2913938263/background.m4a,1/IN/ml/1322533700_2913938263/mix.m4a,1/IN/ml/1322533700_2913938263/vocal.ogg
1027485981_2793785502,1/IN/ml/1027485981_2793785502/background.m4a,1/IN/ml/1027485981_2793785502/mix.m4a,1/IN/ml/1027485981_2793785502/vocal.ogg
1093644521_2794346129,1/IN/ml/1093644521_2794346129/background.m4a,1/IN/ml/1093644521_2794346129/mix.m4a,1/IN/ml/1093644521_2794346129/vocal.ogg
1022169392_2966200216,1/IN/ml/1022169392_2966200216/background.m4a,1/IN/ml/1022169392_2966200216/mix.m4a,1/IN/ml/1022169392_2966200216/vocal.ogg
978566432_2813475947,1/IN/ml/978566432_2813475947/background.m4a,1/IN/ml/978566432_2813475947/mix.m4a,1/IN/ml/978566432_2813475947/vocal.ogg
1058460611_2934831493,1/IN/ml/1058460611_2934831493/background.m4a,1/IN/ml/1058460611_2934831493/mix.m4a,1/IN/ml/1058460611_2934831493/vocal.ogg
1001477237_2826077831,1/AE/ml/1001477237_2826077831/background.m4a,1/AE/ml/1001477237_2826077831/mix.m4a,1/AE/ml/1001477237_2826077831/vocal.ogg
1008228174_2872103051,1/IN/ml/1008228174_2872103051/background.m4a,1/IN/ml/1008228174_2872103051/mix.m4a,1/IN/ml/1008228174_2872103051/vocal.ogg
2032787699_2860441863,1/IN/pa/2032787699_2860441863/background.m4a,1/IN/pa/2032787699_2860441863/mix.m4a,1/IN/pa/2032787699_2860441863/vocal.ogg
1001477237_2708673437,1/AE/ml/1001477237_2708673437/background.m4a,1/AE/ml/1001477237_2708673437/mix.m4a,1/AE/ml/1001477237_2708673437/vocal.ogg
1029615497_2978199982,1/IN/ml/1029615497_2978199982/background.m4a,1/IN/ml/1029615497_2978199982/mix.m4a,1/IN/ml/1029615497_2978199982/vocal.ogg
1125431935_2998882125,1/IN/ml/1125431935_2998882125/background.m4a,1/IN/ml/1125431935_2998882125/mix.m4a,1/IN/ml/1125431935_2998882125/vocal.ogg
